rfq_id,target_package,record_type,evidence_level,ground_truth_configuration_id,source_canonical_configuration_id,mandatory_requirement_count,preferred_requirement_count,package_configuration_rows,package_unique_configuration_ids,mandatory_valid_configuration_count,mandatory_preferred_valid_configuration_count,alternative_count_bucket,ground_truth_mandatory_valid,ground_truth_mandatory_preferred_valid,top1_configuration_id,top1_rank,exact_ground_truth_rank,top1_exact_match,top1_mandatory_valid,top1_mandatory_preferred_valid,first_mandatory_equivalent_rank,first_mandatory_preferred_equivalent_rank,top1_difference_count,top1_differing_characteristics,failure_category
RFQ731-000581,G731ST-HT,DERIVED,MODERATE,CFG731_d71a39e1fcf17083,CFG731_c3a136a8630f644d,10,4,595,151,10,6,6-10,True,True,CFG731_1a1206cc52132df1,1,4.0,False,True,True,1,1,1.0,stromSchaltbar,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000582,F731WD_DualChannel,OBSERVED,OBSERVED,CFG731_5076f1c2c0488d0e,CFG731_5076f1c2c0488d0e,7,4,121,19,2,2,2-5,True,True,CFG731_5076f1c2c0488d0e,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000583,x731,DERIVED,VERY_STRONG,CFG731_117f19eb2913314e,CFG731_1fb424bf591da0b3,7,9,2913,1549,19,2,11-50,True,True,CFG731_073f991a6c9a4683,1,2.0,False,True,True,1,1,1.0,stromEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000584,x731,DERIVED,MODERATE,CFG731_274085596a46ecf6,CFG731_1fb424bf591da0b3,9,5,2913,1549,39,10,11-50,True,True,CFG731_3b2a32abbf148ca1,1,2.0,False,True,True,1,1,3.0,stromEingaenge|temperaturEingaenge|binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000585,x731,OBSERVED,OBSERVED,CFG731_8d2d91c46ccfb471,CFG731_8d2d91c46ccfb471,12,5,2913,1549,9,1,6-10,True,True,CFG731_8d2d91c46ccfb471,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000586,x731,OBSERVED,OBSERVED,CFG731_ad0a2fd7350b6cca,CFG731_ad0a2fd7350b6cca,12,5,2913,1549,8,1,6-10,True,True,CFG731_ad0a2fd7350b6cca,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000587,G731CA,DERIVED,VERY_STRONG,CFG731_f235f4dd7693c885,CFG731_d3d0547b464f691d,10,2,291,48,2,2,2-5,True,True,CFG731_2aca30183aab25a9,1,2.0,False,True,True,1,1,2.0,stromSchaltbar|binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000588,x731,OBSERVED,OBSERVED,CFG731_8d2d91c46ccfb471,CFG731_8d2d91c46ccfb471,7,10,2913,1549,55,1,51-100,True,True,CFG731_8d2d91c46ccfb471,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000589,G731ST-LT,DERIVED,VERY_STRONG,CFG731_ae2e4cfccaff4f50,CFG731_a57ffd88d58eb498,8,7,595,153,22,2,11-50,True,True,CFG731_ae2e4cfccaff4f50,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000590,x731,DERIVED,MODERATE,CFG731_187ec74b5c4854aa,CFG731_e80085d86d0bbfa9,11,4,2913,1549,14,3,11-50,True,True,CFG731_c3481d11b658e1e9,1,3.0,False,True,True,1,1,1.0,dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000591,F731PW,OBSERVED,OBSERVED,CFG731_7785b2914ebb6eaf,CFG731_7785b2914ebb6eaf,10,2,121,15,2,1,2-5,True,True,CFG731_7785b2914ebb6eaf,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000592,G731ST-LT,DERIVED,VERY_STRONG,CFG731_77fac91021549398,CFG731_a2a709ad804cc5a2,10,3,595,153,22,10,11-50,True,True,CFG731_87d8ba5b87cf0a3f,1,3.0,False,True,True,1,1,2.0,temperaturEingaenge|binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000593,G731ST-LT,OBSERVED,OBSERVED,CFG731_7203705eed387b0a,CFG731_7203705eed387b0a,13,3,595,153,3,1,2-5,True,True,CFG731_7203705eed387b0a,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000594,G731ST-LT,DERIVED,VERY_STRONG,CFG731_87d8ba5b87cf0a3f,CFG731_098817d766a37bc2,11,4,595,153,4,2,2-5,True,True,CFG731_87d8ba5b87cf0a3f,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000595,x731,DERIVED,MODERATE,CFG731_187ec74b5c4854aa,CFG731_e80085d86d0bbfa9,12,3,2913,1549,9,3,6-10,True,True,CFG731_c3481d11b658e1e9,1,3.0,False,True,True,1,1,1.0,dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000596,x731,DERIVED,MODERATE,CFG731_c65188f44544a3f1,CFG731_5d42a8deb0fcb3d7,8,5,2913,1549,36,6,11-50,True,True,CFG731_54b63f2628adfc32,1,2.0,False,True,True,1,1,2.0,stromEingaenge|dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000597,x731,DERIVED,STRONG,CFG731_63b50b6b631946e6,CFG731_ddd1ce28a3456ff6,13,1,2913,1549,8,3,6-10,True,True,CFG731_63b50b6b631946e6,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000598,x731,DERIVED,VERY_STRONG,CFG731_b661f405414c476e,CFG731_efc9d6b915117e15,12,3,2913,1549,7,2,6-10,True,True,CFG731_da02526d254e2e35,1,2.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000599,x731,DERIVED,STRONG,CFG731_f0b756a84ac83cc9,CFG731_97796c9ac2811c94,7,7,2913,1549,70,3,51-100,True,True,CFG731_f0b756a84ac83cc9,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000600,x731,DERIVED,LOW,CFG731_73ac195ef2754292,CFG731_b83ac25dbd4e47ee,12,3,2913,1549,5,4,2-5,True,True,CFG731_73ac195ef2754292,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000601,x731,DERIVED,MODERATE,CFG731_5869cd9805e6c1ca,CFG731_9f9a8730b26472c2,9,6,2913,1549,29,5,11-50,True,True,CFG731_5869cd9805e6c1ca,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000602,x731,DERIVED,MODERATE,CFG731_31ef54b8ab17d3bb,CFG731_f7f0034a8b15f329,12,2,2913,1549,10,2,6-10,True,True,CFG731_a7dc06adf945eba3,1,2.0,False,True,True,1,1,2.0,dev_advMeterVerification|customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000603,x731,OBSERVED,OBSERVED,CFG731_7d1aac31230162fc,CFG731_7d1aac31230162fc,13,1,2913,1549,1,1,1,True,True,CFG731_7d1aac31230162fc,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000604,x731,DERIVED,VERY_STRONG,CFG731_4fe142d593643ab8,CFG731_04a704e692f8fd05,13,1,2913,1549,15,6,11-50,True,True,CFG731_4fe142d593643ab8,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000605,G731CA,OBSERVED,OBSERVED,CFG731_c7ca2f069d01e42d,CFG731_c7ca2f069d01e42d,10,4,291,48,5,1,2-5,True,True,CFG731_c7ca2f069d01e42d,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000606,G731ST-LT,DERIVED,MODERATE,CFG731_ef044db10b586894,CFG731_175641fe8d1c7f37,8,6,595,153,10,3,6-10,True,True,CFG731_ef044db10b586894,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000607,F731WD_DualChannel,DERIVED,VERY_STRONG,CFG731_783ba1dc5751818d,CFG731_d2034bb5aa313dac,7,5,121,19,6,2,6-10,True,True,CFG731_35ed22cad11f9a11,1,2.0,False,True,True,1,1,1.0,stromEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000608,G731ST-LT,OBSERVED,OBSERVED,CFG731_e565a13ef4701c2d,CFG731_e565a13ef4701c2d,9,5,595,153,4,4,2-5,True,True,CFG731_a57ffd88d58eb498,1,4.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000609,G731CA,OBSERVED,OBSERVED,CFG731_ed85647cd384c17a,CFG731_ed85647cd384c17a,9,5,291,48,2,1,2-5,True,True,CFG731_ed85647cd384c17a,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000610,x731,DERIVED,VERY_STRONG,CFG731_b757671ab14f2876,CFG731_24a2c6ef94654845,10,5,2913,1549,6,2,6-10,True,True,CFG731_3662a471d9ce3167,1,2.0,False,True,True,1,1,1.0,stromEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000611,G731ST-HT,DERIVED,MODERATE,CFG731_a6dd1d1aa0613d49,CFG731_63eca10a00ae1f5d,9,6,595,151,4,2,2-5,True,True,CFG731_fcc72e9951376cf3,1,2.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000612,x731,DERIVED,MODERATE,CFG731_341c747ed8aff14e,CFG731_88a813121973f952,10,4,2913,1549,66,5,51-100,True,True,CFG731_5ae746dac49a854b,1,5.0,False,True,True,1,1,1.0,dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000613,G731ST-HT,DERIVED,VERY_STRONG,CFG731_2c93609b74717303,CFG731_80619ff0be976225,12,2,595,151,6,6,6-10,True,True,CFG731_8b18ac1c34209d63,1,4.0,False,True,True,1,1,2.0,stromEingaenge|binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000614,x731,DERIVED,VERY_STRONG,CFG731_352cbd30ecacb8ee,CFG731_9f9a8730b26472c2,11,5,2913,1549,24,2,11-50,True,True,CFG731_c39096767a7ae083,1,2.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000615,x731,DERIVED,VERY_STRONG,CFG731_8d9f29ebcd8f04bd,CFG731_24a2c6ef94654845,10,5,2913,1549,25,2,11-50,True,True,CFG731_b4987f1c95e91d0d,1,2.0,False,True,True,1,1,1.0,stromSchaltbar,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000616,x731,DERIVED,VERY_STRONG,CFG731_b187fb9ad3627171,CFG731_011ca4ba794bd4d6,10,4,2913,1549,27,5,11-50,True,True,CFG731_91e51485b56960b2,1,2.0,False,True,True,1,1,3.0,dev_advMeterVerification|dynamicGasMaster|customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000617,x731,DERIVED,MODERATE,CFG731_6526112621a9ee97,CFG731_e80085d86d0bbfa9,13,2,2913,1549,6,3,6-10,True,True,CFG731_6526112621a9ee97,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000618,G731ST-LT,OBSERVED,OBSERVED,CFG731_d432b6fd40e9e78c,CFG731_d432b6fd40e9e78c,12,2,595,153,4,4,2-5,True,True,CFG731_d432b6fd40e9e78c,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000619,x731,DERIVED,MODERATE,CFG731_5be5a82ac0b29989,CFG731_f3fed379f1eb01f9,7,6,2913,1549,4,2,2-5,True,True,CFG731_5be5a82ac0b29989,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000620,x731,DERIVED,MODERATE,CFG731_0bb38b2038fb1e69,CFG731_b54844b4c5cc208b,12,4,2913,1549,8,2,6-10,True,True,CFG731_91e51485b56960b2,1,2.0,False,True,True,1,1,1.0,dynamicGasMaster,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000621,G731ST-LT,DERIVED,MODERATE,CFG731_0dd81a588b2a1411,CFG731_098817d766a37bc2,9,5,595,153,21,4,11-50,True,True,CFG731_0dd81a588b2a1411,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000622,F731TE,OBSERVED,OBSERVED,CFG731_fd6959ad3c5fd9ed,CFG731_fd6959ad3c5fd9ed,10,1,218,30,6,2,6-10,True,True,CFG731_fd6959ad3c5fd9ed,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000623,F731TE,OBSERVED,OBSERVED,CFG731_b7c1a02b25610507,CFG731_b7c1a02b25610507,10,1,218,30,2,2,2-5,True,True,CFG731_8b8ba7e2341f1295,1,2.0,False,True,True,1,1,2.0,stromSchaltbar|binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000624,x731,DERIVED,MODERATE,CFG731_d19bd87a4eba7364,CFG731_b4987f1c95e91d0d,10,6,2913,1549,58,1,51-100,True,True,CFG731_d19bd87a4eba7364,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000625,F731WD_DualChannel,OBSERVED,OBSERVED,CFG731_35ed22cad11f9a11,CFG731_35ed22cad11f9a11,10,3,121,19,1,1,1,True,True,CFG731_35ed22cad11f9a11,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000626,x731,DERIVED,MODERATE,CFG731_45cf7219dd66904b,CFG731_f87794e7a98d0b11,13,3,2913,1549,3,3,2-5,True,True,CFG731_45cf7219dd66904b,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000627,x731,DERIVED,VERY_STRONG,CFG731_04e7216b1ba7f935,CFG731_1f978c234895178c,11,3,2913,1549,25,7,11-50,True,True,CFG731_1f978c234895178c,1,6.0,False,True,True,1,1,2.0,stromSchaltbar|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000628,x731,DERIVED,LOW,CFG731_27279ceeaa7fc1fe,CFG731_ae226e31119be9bd,10,3,2913,1549,10,2,6-10,True,True,CFG731_9fa436b39059149d,1,2.0,False,True,True,1,1,1.0,binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000629,F731TE,OBSERVED,OBSERVED,CFG731_b27467571d893d92,CFG731_b27467571d893d92,10,1,218,30,2,2,2-5,True,True,CFG731_b27467571d893d92,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000630,x731,DERIVED,VERY_STRONG,CFG731_59f86789e43d86f1,CFG731_9f9a8730b26472c2,12,4,2913,1549,13,1,11-50,True,True,CFG731_59f86789e43d86f1,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000631,G731ST-HT,OBSERVED,OBSERVED,CFG731_cd71ec2726e971ef,CFG731_cd71ec2726e971ef,9,5,595,151,12,4,11-50,True,True,CFG731_ef8d68b6d278bfec,1,4.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000632,x731,DERIVED,VERY_STRONG,CFG731_b5a071e920590337,CFG731_db062c45f65ad229,11,4,2913,1549,22,3,11-50,True,True,CFG731_83f956404d04e6cd,1,3.0,False,True,True,1,1,2.0,stromSchaltbar|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000633,G731ST-HT,OBSERVED,OBSERVED,CFG731_6cc2f5d089c01baf,CFG731_6cc2f5d089c01baf,10,4,595,151,8,4,6-10,True,True,CFG731_6cc2f5d089c01baf,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000634,G731ST-LT,DERIVED,VERY_STRONG,CFG731_ad6f77e09c551945,CFG731_6436acf7faa1f61d,8,6,595,153,42,4,11-50,True,True,CFG731_ad6f77e09c551945,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000635,G731ST-LT,DERIVED,MODERATE,CFG731_dbd5a2176d0b595a,CFG731_7f5bfa7b21e81359,10,5,595,153,8,2,6-10,True,True,CFG731_dbd5a2176d0b595a,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000636,G731ST-LT,OBSERVED,OBSERVED,CFG731_455da2f832a6b66d,CFG731_455da2f832a6b66d,12,3,595,153,4,2,2-5,True,True,CFG731_455da2f832a6b66d,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000637,x731,DERIVED,VERY_STRONG,CFG731_e268c539b23ee9e5,CFG731_353333bad447dbef,10,4,2913,1549,30,6,11-50,True,True,CFG731_353333bad447dbef,1,2.0,False,True,True,1,1,1.0,binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000638,x731,DERIVED,LOW,CFG731_54946322ece48230,CFG731_935bc110c01e9e85,10,4,2913,1549,9,6,6-10,True,True,CFG731_169a8482d2028dff,1,3.0,False,True,True,1,1,2.0,stromSchaltbar|stromEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000639,x731,DERIVED,MODERATE,CFG731_c108b657efc147c3,CFG731_353333bad447dbef,13,2,2913,1549,7,2,6-10,True,True,CFG731_2be17a56b0589fd1,1,2.0,False,True,True,1,1,1.0,customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000640,G731ST-LT,DERIVED,VERY_STRONG,CFG731_4c72f78c1186e8f7,CFG731_455da2f832a6b66d,12,2,595,153,8,4,6-10,True,True,CFG731_e03b41992c837b34,1,4.0,False,True,True,1,1,1.0,stromEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000641,x731,DERIVED,LOW,CFG731_bd51fba2aacb1a3c,CFG731_353333bad447dbef,13,0,2913,1549,11,11,11-50,True,True,CFG731_353333bad447dbef,1,2.0,False,True,True,1,1,2.0,stromSchaltbar|binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000642,x731,DERIVED,VERY_STRONG,CFG731_117f19eb2913314e,CFG731_1fb424bf591da0b3,9,7,2913,1549,14,2,11-50,True,True,CFG731_073f991a6c9a4683,1,2.0,False,True,True,1,1,1.0,stromEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000643,x731,DERIVED,VERY_STRONG,CFG731_007c0829be0a9482,CFG731_1f978c234895178c,10,5,2913,1549,25,4,11-50,True,True,CFG731_1f978c234895178c,1,2.0,False,True,True,1,1,1.0,dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000644,G731ST-LT,DERIVED,VERY_STRONG,CFG731_e03b41992c837b34,CFG731_455da2f832a6b66d,11,4,595,153,8,2,6-10,True,True,CFG731_e03b41992c837b34,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000645,x731,OBSERVED,OBSERVED,CFG731_04a53b6cc81d57d6,CFG731_04a53b6cc81d57d6,11,4,2913,1549,10,2,6-10,True,True,CFG731_04a53b6cc81d57d6,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000646,x731,DERIVED,MODERATE,CFG731_5be5a82ac0b29989,CFG731_f3fed379f1eb01f9,9,4,2913,1549,4,2,2-5,True,True,CFG731_5be5a82ac0b29989,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000647,x731,DERIVED,MODERATE,CFG731_a6849487313f00ac,CFG731_c7c53fc5541f1dc1,8,8,2913,1549,149,2,101-500,True,True,CFG731_5dd42015f6f61801,1,2.0,False,True,True,1,1,1.0,dynamicGasMaster,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000648,x731,DERIVED,MODERATE,CFG731_6513d2f5c85df9e4,CFG731_de67d4c164ed05bc,10,4,2913,1549,17,3,11-50,True,True,CFG731_6513d2f5c85df9e4,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000649,x731,DERIVED,MODERATE,CFG731_f8cc7d4d2ef53582,CFG731_80409e6aafce9221,8,4,2913,1549,49,10,11-50,True,True,CFG731_140a9819128d92da,1,8.0,False,True,True,1,1,2.0,temperaturEingaenge|customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000650,F731WD_DualChannel,OBSERVED,OBSERVED,CFG731_35ed22cad11f9a11,CFG731_35ed22cad11f9a11,11,2,121,19,2,1,2-5,True,True,CFG731_35ed22cad11f9a11,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000651,x731,DERIVED,VERY_STRONG,CFG731_48cf6bd4ca59e583,CFG731_337790e6bbcf15f4,10,4,2913,1549,15,5,11-50,True,True,CFG731_337790e6bbcf15f4,1,4.0,False,True,True,1,1,1.0,binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000652,G731ST-HT,DERIVED,MODERATE,CFG731_ff04d32ca467d2a5,CFG731_80619ff0be976225,11,3,595,151,29,4,11-50,True,True,CFG731_4aa7d46b9cfa7d7b,1,3.0,False,True,True,1,1,2.0,stromEingaenge|binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000653,F731WD_SingleChannel,OBSERVED,OBSERVED,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,10,3,97,10,1,1,1,True,True,CFG731_e98d2be876599c40,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000654,x731,DERIVED,LOW,CFG731_5de6ca53a86b09c9,CFG731_608c0251ef380592,12,2,2913,1549,5,5,2-5,True,True,CFG731_6b809c836e3ca8a1,1,2.0,False,True,True,1,1,1.0,binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000655,x731,OBSERVED,OBSERVED,CFG731_f97e51d1da57d99f,CFG731_f97e51d1da57d99f,8,8,2913,1549,36,1,11-50,True,True,CFG731_f97e51d1da57d99f,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000656,G731ST-HT,DERIVED,VERY_STRONG,CFG731_b30ceef5c5f902ca,CFG731_80619ff0be976225,8,5,595,151,8,8,6-10,True,True,CFG731_b30ceef5c5f902ca,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000657,x731,OBSERVED,OBSERVED,CFG731_8d78781f8753b72a,CFG731_8d78781f8753b72a,10,4,2913,1549,5,1,2-5,True,True,CFG731_8d78781f8753b72a,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000658,x731,DERIVED,VERY_STRONG,CFG731_5a14e01af9745dda,CFG731_353333bad447dbef,12,2,2913,1549,7,4,6-10,True,True,CFG731_353333bad447dbef,1,2.0,False,True,True,1,1,1.0,customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000659,x731,DERIVED,LOW,CFG731_ae1c24f394311970,CFG731_141d6b58a722961b,10,3,2913,1549,23,13,11-50,True,True,CFG731_c87cb45e3d711af0,1,7.0,False,True,True,1,1,1.0,binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000660,x731,DERIVED,MODERATE,CFG731_ae1f3e9a90950fc3,CFG731_23aa00a5306a83b2,13,1,2913,1549,5,5,2-5,True,True,CFG731_ae1f3e9a90950fc3,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000661,G731ST-HT,OBSERVED,OBSERVED,CFG731_e2d64e127f97296d,CFG731_e2d64e127f97296d,11,4,595,151,12,2,11-50,True,True,CFG731_e2d64e127f97296d,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000662,x731,DERIVED,VERY_STRONG,CFG731_6b2b46dd281009ce,CFG731_ae226e31119be9bd,11,2,2913,1549,11,2,11-50,True,True,CFG731_6b2b46dd281009ce,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000663,F731TE,OBSERVED,OBSERVED,CFG731_b7c1a02b25610507,CFG731_b7c1a02b25610507,8,3,218,30,3,2,2-5,True,True,CFG731_8b8ba7e2341f1295,1,2.0,False,True,True,1,1,2.0,stromSchaltbar|binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000664,G731ST-HT,DERIVED,MODERATE,CFG731_db27f1c998b6e675,CFG731_80619ff0be976225,9,5,595,151,24,6,11-50,True,True,CFG731_c32627af59ba1526,1,5.0,False,True,True,1,1,1.0,binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000665,x731,DERIVED,LOW,CFG731_241261e6f2e0673c,CFG731_da02526d254e2e35,12,2,2913,1549,10,5,6-10,True,True,CFG731_241261e6f2e0673c,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000666,x731,OBSERVED,OBSERVED,CFG731_7b80fca32fdc0db0,CFG731_7b80fca32fdc0db0,11,4,2913,1549,6,2,6-10,True,True,CFG731_241d60e6ef5278be,1,2.0,False,True,True,1,1,1.0,stromSchaltbar,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000667,x731,DERIVED,MODERATE,CFG731_74d881f8ffd9c565,CFG731_33fed5318b1a4f2f,13,2,2913,1549,9,3,6-10,True,True,CFG731_169a8482d2028dff,1,2.0,False,True,True,1,1,1.0,stromEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000668,G731CA,DERIVED,VERY_STRONG,CFG731_5bfe9492c76587ec,CFG731_164591062a2b3589,10,4,291,48,7,1,6-10,True,True,CFG731_5bfe9492c76587ec,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000669,x731,DERIVED,VERY_STRONG,CFG731_10829a99d0812ab9,CFG731_6f8c15548921e4c2,13,0,2913,1549,2,2,2-5,True,True,CFG731_6f8c15548921e4c2,1,2.0,False,True,True,1,1,1.0,stromSchaltbar,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000670,F731PW,OBSERVED,OBSERVED,CFG731_5995fa9fd5d1242f,CFG731_5995fa9fd5d1242f,10,2,121,15,3,1,2-5,True,True,CFG731_5995fa9fd5d1242f,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000671,x731,OBSERVED,OBSERVED,CFG731_07364aa0260e0bc7,CFG731_07364aa0260e0bc7,9,5,2913,1549,15,4,11-50,True,True,CFG731_c6a3ff6155563d17,1,2.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-000672,G731CA,DERIVED,MODERATE,CFG731_0bb185f546403346,CFG731_691a8f2ff165671d,10,2,291,48,2,2,2-5,True,True,CFG731_0bb185f546403346,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000673,x731,DERIVED,VERY_STRONG,CFG731_040069031f4f021c,CFG731_04a704e692f8fd05,12,2,2913,1549,6,6,6-10,True,True,CFG731_040069031f4f021c,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-000674,x731,DERIVED,VERY_STRONG,CFG731_b661f405414c476e,CFG731_efc9d6b915117e15,11,4,2913,1549,8,2,6-10,True,True,CFG731_da02526d254e2e35,1,2.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
