characteristic,characteristic_phrase,confidence,internal_value,rfq_id,sentence_index,source_sentence,v4_decision,v4_threshold,v5_source,value_phrase
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001408,14,We would prefer enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004194,0,Our team is planning an upgrade involving process water measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,process water measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004193,2,We require liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001423,2,The equipment is required to support liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004194,3,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001413,2,We require flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001435,2,We would prefer gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001434,17,We require dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004185,2,The equipment is required to support gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004184,15,"If possible, please provide enhanced gas measurement capability.",,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004183,2,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004181,2,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001425,2,The application requires gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001424,2,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001432,3,We require flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001421,3,The proposed solution must provide gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001431,2,The proposed solution must provide gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001430,2,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001429,3,The proposed solution must provide gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004190,2,The application requires flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004189,15,Please consider dynamic gas measurement functionality as a preferred option.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004188,3,The equipment is required to support water measurement service.,,,DEV_CATEGORY_SEMANTIC_RULE,water measurement service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004187,15,The equipment is required to support dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001422,2,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001432,0,Our team is planning an upgrade involving process gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004152,3,The proposed solution must provide flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004151,3,We require flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004150,2,The equipment is required to support flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004149,15,The proposed solution must provide enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001512,3,The proposed solution must provide gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001511,3,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001510,2,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001509,3,The proposed solution must provide liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001508,2,The application requires gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001507,3,We require liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001506,2,We require liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001465,2,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001504,2,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001503,2,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001502,2,We require flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001517,0,Our team is planning an upgrade involving process water measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,process water measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001516,15,The equipment is required to support dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001515,2,The equipment is required to support gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001514,3,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001484,2,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001497,3,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001496,2,The application requires flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001495,17,The proposed solution must provide dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001505,2,The proposed solution must provide gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001530,3,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001529,3,The proposed solution must provide gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001528,16,The application requires dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004148,16,We require dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004147,4,"Where available, we would like process water measurement.",,,DEV_CATEGORY_SEMANTIC_RULE,process water measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004142,2,The proposed solution must provide gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004141,2,The application requires gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001517,3,The proposed solution must provide gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001527,15,We would prefer dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001513,3,We require water measurement service.,,,DEV_CATEGORY_SEMANTIC_RULE,water measurement service
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001523,2,The proposed solution must provide liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001522,2,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001521,2,The application requires flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001520,2,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001519,16,The proposed solution must provide dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001518,2,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004140,17,The application requires enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004163,3,The application requires gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004162,3,The proposed solution must provide flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004161,3,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004161,0,Our team is planning an upgrade involving process water measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,process water measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004160,3,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004159,2,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004158,2,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004157,2,"If possible, please provide gas metering application.",,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001477,2,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001476,17,The equipment is required to support enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001475,2,The equipment is required to support liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001474,3,The equipment is required to support gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001473,2,The proposed solution must provide gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001472,2,The equipment is required to support gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001471,2,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001483,16,The proposed solution must provide enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001481,15,The proposed solution must provide enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001470,17,We require dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001469,2,The proposed solution must provide gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001467,2,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001494,2,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001493,16,The equipment is required to support enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001501,2,The equipment is required to support liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001501,0,We are requesting a quotation for equipment suitable for process gas measurement as part of an upcoming plant modernisation project.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004981,0,We are requesting a quotation for equipment suitable for process gas measurement as part of an upcoming new production line.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001498,15,Please consider dynamic gas measurement functionality as a preferred option.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001492,4,We require water-process measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,water-process measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001491,2,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001488,4,We require water measurement service.,,,DEV_CATEGORY_SEMANTIC_RULE,water measurement service
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004155,3,The proposed solution must provide flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004154,2,The proposed solution must provide gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004153,3,"Where available, we would like water measurement service.",,,DEV_CATEGORY_SEMANTIC_RULE,water measurement service
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001487,3,The equipment is required to support liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001485,2,The application requires gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001480,17,"Where available, we would like enhanced gas measurement capability.",,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001479,2,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004156,3,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004215,2,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001341,3,The equipment is required to support liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001340,3,The equipment is required to support gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001339,2,"If possible, please provide gas metering application.",,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001338,2,The proposed solution must provide liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001337,3,Please consider gas measurement as a preferred option.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001336,2,The equipment is required to support flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001335,16,We require dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004224,15,The proposed solution must provide enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001407,2,The equipment is required to support flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004222,2,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004221,2,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004220,2,The equipment is required to support flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001321,2,The application requires gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001320,3,The proposed solution must provide gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001319,2,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001334,2,The equipment is required to support liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001333,3,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001330,2,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001329,2,The equipment is required to support flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001328,2,The equipment is required to support liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001327,4,We require water-process measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,water-process measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004223,3,The equipment is required to support flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001346,2,The equipment is required to support gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001359,3,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004217,16,The application requires dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001358,2,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001357,2,The equipment is required to support liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001356,2,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001355,2,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001354,17,We would prefer enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001353,3,The proposed solution must provide water-process measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,water-process measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001352,2,The equipment is required to support gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004218,2,We require liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001345,15,We require dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001344,15,We would prefer dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001343,4,We require water measurement service.,,,DEV_CATEGORY_SEMANTIC_RULE,water measurement service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001342,2,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004216,15,The proposed solution must provide dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004219,2,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001313,3,The application requires gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001312,2,We require liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001311,2,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004237,3,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004236,15,The application requires dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004235,2,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001303,2,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001302,2,We require flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001301,2,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001300,15,We require enhanced gas measurement capability.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001298,2,The equipment is required to support gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001310,3,The proposed solution must provide water-process measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,water-process measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001309,2,The application requires flow measurement for liquid service.,,,DEV_CATEGORY_SEMANTIC_RULE,flow measurement for liquid service
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001308,2,The proposed solution must provide liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001307,3,The equipment is required to support gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001289,3,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001288,16,The application requires dynamic gas measurement functionality.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001297,3,The proposed solution must provide liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001296,2,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001295,3,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-001295,0,Our team is planning an upgrade involving process water measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,process water measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001299,2,We require gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001326,2,The application requires gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-001325,16,Please consider enhanced gas measurement capability as a preferred option.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004234,2,The application requires gas measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,gas measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004233,2,We require gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
devCategory,semantic_devCategory_rule,3.0,F,RFQ731-004232,2,The application requires liquid flow measurement.,,,DEV_CATEGORY_SEMANTIC_RULE,liquid flow measurement
devCategory,semantic_devCategory_rule,3.0,G,RFQ731-004231,3,The equipment is required to support gas metering application.,,,DEV_CATEGORY_SEMANTIC_RULE,gas metering
