rfq_id,actual_requirement_count,predicted_requirement_count,true_positives,false_positives,false_negatives,exact_match,devCategory_predicted,devCategory_confidence,devCategory_evidence,devCategory_method,characteristic_predicted,characteristic_confidence,characteristic_evidence,characteristic_method,housing_predicted,housing_confidence,housing_evidence,housing_method,powerSupply_predicted,powerSupply_confidence,powerSupply_evidence,powerSupply_method,numberOfChannels_predicted,numberOfChannels_confidence,numberOfChannels_evidence,numberOfChannels_method,explosionApproval_predicted,explosionApproval_confidence,explosionApproval_evidence,explosionApproval_method,protectionArea_predicted,protectionArea_confidence,protectionArea_evidence,protectionArea_method,certification_predicted,certification_confidence,certification_evidence,certification_method,dataInterface_predicted,dataInterface_confidence,dataInterface_evidence,dataInterface_method,stromSchaltbar_predicted,stromSchaltbar_confidence,stromSchaltbar_evidence,stromSchaltbar_method,stromEingaenge_predicted,stromEingaenge_confidence,stromEingaenge_evidence,stromEingaenge_method,temperaturEingaenge_predicted,temperaturEingaenge_confidence,temperaturEingaenge_evidence,temperaturEingaenge_method,binaerDigitalOpenColl_MN_predicted,binaerDigitalOpenColl_MN_confidence,binaerDigitalOpenColl_MN_evidence,binaerDigitalOpenColl_MN_method,binaerOpenColl_MP_predicted,binaerOpenColl_MP_confidence,binaerOpenColl_MP_evidence,binaerOpenColl_MP_method,waveInjector_predicted,waveInjector_confidence,waveInjector_evidence,waveInjector_method,dev_advMeterVerification_predicted,dev_advMeterVerification_confidence,dev_advMeterVerification_evidence,dev_advMeterVerification_method,dynamicGasMaster_predicted,dynamicGasMaster_confidence,dynamicGasMaster_evidence,dynamicGasMaster_method,customUserFluid_predicted,customUserFluid_confidence,customUserFluid_evidence,customUserFluid_method,steamApplication_predicted,steamApplication_confidence,steamApplication_evidence,steamApplication_method
RFQ731-001940,15,8,7,1,8,False,G,0.98,on must provide flow measurement for liquid service. the equipment is required to support general-purpose configuration. we would prefer stainless-steel housing. the equipment is required to support an alterna,EXPLICIT_GENERAL_PURPOSE,GP,0.98,on must provide flow measurement for liquid service. the equipment is required to support general-purpose configuration. we would prefer stainless-steel housing. the equipment is required to support an alterna,EXPLICIT_GP,ST,0.99,vice. the equipment is required to support general-purpose configuration. we would prefer stainless-steel housing. the equipment is required to support an alternative power supply. we require one measure,EXPLICIT_HOUSING,4,0.99,uration. we would prefer stainless-steel housing. the equipment is required to support an alternative power supply. we require one measurement channel. we require hazardous-area operation. we require inst,EXPLICIT_ALTERNATIVE_POWER,1,0.99,eel housing. the equipment is required to support an alternative power supply. we require one measurement channel. we require hazardous-area operation. we require installation in a protected hazardous ar,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"olution must provide the required measurement certification. the application requires the standard communication interface. if possible, please provide switchable current-output functionality. please co",SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"he application requires the standard communication interface. if possible, please provide switchable current-output functionality. please consider one temperature measurement input as a preferred option. t",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.96,"if possible, please provide switchable current-output functionality. please consider one temperature measurement input as a preferred option. the proposed solution must provide an open-collector input c",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001941,14,8,6,2,8,False,NOVALUE,0.0,,,TE,0.96,"ferred option. where available, we would like one current input. the application requires temperature measurement capability. the equipment is required to support digital signal input capability. we requ",EXPLICIT_TE,ST,0.99,guration. the equipment is required to support standard process configuration. we require stainless-steel enclosure. please consider the alternative electrical supply option as a preferred option. the equi,EXPLICIT_HOUSING,4,0.99,standard process configuration. we require stainless-steel enclosure. please consider the alternative electrical supply option as a preferred option. the equipment is required to support a single measurement c,EXPLICIT_ALTERNATIVE_POWER,1,0.99,ve electrical supply option as a preferred option. the equipment is required to support a single measurement channel. the equipment will be installed in an operating area where the applicable hazardous-area,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,application requires the required measurement certification. the application requires the standard communication interface. please consider a switchable current-output capability as a preferred option.,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"ication. the application requires the standard communication interface. please consider a switchable current-output capability as a preferred option. where available, we would like one current input. the a",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"ferred option. where available, we would like one current input. the application requires temperature measurement capability. the equipment is required to support digital signal input capability. we require enhance",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,MP1,0.8,ication requires temperature measurement capability. the equipment is required to support digital signal input capability. we require enhanced measurement capability for demanding applications. please include pr,SEMANTIC_MP,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001942,14,7,6,1,8,False,G,0.98,d to support the required devcategory configuration. the equipment is required to support general-purpose configuration. we require stainless-steel enclosure. please consider standard power supply as a preferr,EXPLICIT_GENERAL_PURPOSE,GP,0.98,d to support the required devcategory configuration. the equipment is required to support general-purpose configuration. we require stainless-steel enclosure. please consider standard power supply as a preferr,EXPLICIT_GP,ST,0.99,iguration. the equipment is required to support general-purpose configuration. we require stainless-steel enclosure. please consider standard power supply as a preferred option. the equipment is required t,EXPLICIT_HOUSING,1,0.99,port general-purpose configuration. we require stainless-steel enclosure. please consider standard power supply as a preferred option. the equipment is required to support a single measurement channel.,EXPLICIT_STANDARD_POWER,1,0.99,sider standard power supply as a preferred option. the equipment is required to support a single measurement channel. we require hazardous-area operation. the equipment is required to support installation i,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,nnel would benefit from convenient commissioning and diagnostic access. please consider a switchable current-output capability as a preferred option. the application requires a dedicated current-input chan,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"t input. we would prefer an additional digital signal input. please consider advanced low-temperature measurement capability as a preferred option. please include pricing, expected delivery lead time, validity of t",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001943,14,6,5,1,9,False,G,0.98,project country: france we are requesting a quotation for equipment suitable for process gas measurement as part of an upcoming process expansion project. please provide a quotation based on the,EXPLICIT_GAS,VG,0.9,must provide a digital open-collector input. the proposed solution must provide advanced verification functionality. we would prefer custom fluid configuration. we require the required steama,EXPLICIT_VG,ST,0.99,is required to support standard-temperature service. the equipment is required to support stainless-steel housing. we would prefer standard power supply. we require one measurement channel. the equipment,EXPLICIT_HOUSING,1,0.99,re service. the equipment is required to support stainless-steel housing. we would prefer standard power supply. we require one measurement channel. the equipment is required to support a hazardous pro,EXPLICIT_STANDARD_POWER,1,0.99,red to support stainless-steel housing. we would prefer standard power supply. we require one measurement channel. the equipment is required to support a hazardous process environment. the application re,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,ents. the proposed solution must provide standard certification documentation. we require high-speed communication. the equipment is required to support one current input. the proposed solution must provi,SEMANTIC_HIGH_SPEED,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001944,14,8,7,1,7,False,F,0.96,n based on the following technical and application requirements: the application requires flow measurement for liquid service. the application requires standard process configuration. the applicat,EXPLICIT_FLOW,TE,0.96,roposed solution must provide a switchable current-output capability. we would prefer one temperature measurement input. the equipment is required to support enhanced measurement capability for demanding,EXPLICIT_TE,ST,0.99,ervice. the application requires standard process configuration. the application requires stainless-steel enclosure. the equipment is required to support an alternative power supply. we require one measure,EXPLICIT_HOUSING,4,0.99,e application requires stainless-steel enclosure. the equipment is required to support an alternative power supply. we require one measurement channel. we would prefer a hazardous process environment. the,EXPLICIT_ALTERNATIVE_POWER,1,0.99,l enclosure. the equipment is required to support an alternative power supply. we require one measurement channel. we would prefer a hazardous process environment. the equipment is required to support op,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,from convenient commissioning and diagnostic access. the proposed solution must provide a switchable current-output capability. we would prefer one temperature measurement input. the equipment is required,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.96,roposed solution must provide a switchable current-output capability. we would prefer one temperature measurement input. the equipment is required to support enhanced measurement capability for demanding,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"t enhanced measurement capability for demanding applications. if possible, please provide advanced meter verification. the proposed solution must provide a customer-specific fluid definition. please include",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001945,16,5,4,1,12,False,G,0.98,country: united kingdom we are requesting a quotation for equipment suitable for process gas measurement as part of an upcoming process automation project. please provide a quotation based on th,EXPLICIT_GAS,TE,0.96,"ability. we require a dedicated current-input channel. the proposed solution must provide temperature measurement capability. if possible, please provide an additional digital signal input. the proposed",EXPLICIT_TE,ST,0.99,"t. the application requires standard temperature application. if possible, please provide stainless-steel enclosure. the application requires the standard electrical supply option. the proposed solution mu",EXPLICIT_HOUSING,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,lication requires enhanced communication capability. the proposed solution must provide a switchable current-output capability. we require a dedicated current-input channel. the proposed solution must prov,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"ability. we require a dedicated current-input channel. the proposed solution must provide temperature measurement capability. if possible, please provide an additional digital signal input. the proposed solution mu",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001946,12,6,5,1,7,False,F,0.96,llowing technical and application requirements: the proposed solution must provide liquid flow measurement. the application requires process water measurement. the proposed solution must provide s,EXPLICIT_FLOW,VG,0.9,"ike the required binaerdigitalopencoll_mn configuration. the customer would like enhanced verification capabilities for maintenance. please include pricing, expected delivery lead time, validi",EXPLICIT_VG,ST,0.99,t. the application requires process water measurement. the proposed solution must provide stainless-steel housing. the application requires the standard electrical supply option. please consider one meas,EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,housing. the application requires the standard electrical supply option. please consider one measurement channel as a preferred option. the equipment is required to support hazardous-area operation. the,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,. the equipment is required to support the standard certification package. we require the standard communication interface. please consider switchable current-output functionality as a preferred option.,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"d certification package. we require the standard communication interface. please consider switchable current-output functionality as a preferred option. where available, we would like the required binaerdi",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001947,14,6,5,1,9,False,G,0.98,n based on the following technical and application requirements: the application requires gas measurement. the equipment is required to support calibration-related measurement application. the eq,EXPLICIT_GAS,TE,0.96,"ity. we require a dedicated current-input channel. the proposed solution must provide one temperature measurement input. where available, we would like the required binaeropencoll_mp configuration. we re",EXPLICIT_TE,ST,0.99,support calibration-related measurement application. the equipment is required to support stainless-steel housing. the equipment is required to support the standard electrical supply option. the equipmen,EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,ed to support the standard electrical supply option. the equipment is required to support one measurement channel. we require hazardous-area operation. the equipment is required to support operation in a,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,red to support the standard certification package. the proposed solution must provide the standard communication interface. the proposed solution must provide additional configurable current-output func,SEMANTIC_STANDARD_COMMUNICATION,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.96,"ity. we require a dedicated current-input channel. the proposed solution must provide one temperature measurement input. where available, we would like the required binaeropencoll_mp configuration. we re",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001948,15,8,6,2,9,False,G,0.98,"nts: we require flow measurement for liquid service. the equipment is required to support general-purpose configuration. we require stainless-steel housing. where available, we would like the alternative elect",EXPLICIT_GENERAL_PURPOSE,GP,0.98,"nts: we require flow measurement for liquid service. the equipment is required to support general-purpose configuration. we require stainless-steel housing. where available, we would like the alternative elect",EXPLICIT_GP,ST,0.99,"d service. the equipment is required to support general-purpose configuration. we require stainless-steel housing. where available, we would like the alternative electrical supply option. the equipment i",EXPLICIT_HOUSING,4,0.99,"ose configuration. we require stainless-steel housing. where available, we would like the alternative electrical supply option. the equipment is required to support a single measurement channel. the proposed s",EXPLICIT_ALTERNATIVE_POWER,1,0.99,uld like the alternative electrical supply option. the equipment is required to support a single measurement channel. the proposed solution must provide operation in an area requiring explosion protection.,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,"quired to support enhanced communication capability. the proposed solution must provide a switchable current-output capability. where available, we would like a dedicated current-input channel. we require",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"capability. where available, we would like a dedicated current-input channel. we require temperature measurement capability. the equipment is required to support digital signal input capability. the equipment is r",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,MP1,0.8,nnel. we require temperature measurement capability. the equipment is required to support digital signal input capability. the equipment is required to support enhanced measurement capability for demanding appli,SEMANTIC_MP,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001949,14,7,6,1,8,False,G,0.98,he following technical and application requirements: the equipment is required to support gas metering application. the application requires standard-temperature service. the proposed solution,EXPLICIT_GAS,VG,0.9,"se consider an open-collector input capability as a preferred option. we require advanced verification functionality. if possible, please provide a customer-specific fluid definition. the prop",EXPLICIT_VG,ST,0.99,the application requires standard-temperature service. the proposed solution must provide stainless-steel enclosure. we require standard power supply. the application requires one measurement channel. the,EXPLICIT_HOUSING,1,0.99,erature service. the proposed solution must provide stainless-steel enclosure. we require standard power supply. the application requires one measurement channel. the proposed solution must provide ope,EXPLICIT_STANDARD_POWER,1,0.99,ide stainless-steel enclosure. we require standard power supply. the application requires one measurement channel. the proposed solution must provide operation in an area requiring explosion protection.,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,ion requires the standard certification package. the equipment is required to support the standard communication interface. we would prefer a switchable current-output capability. please consider an ope,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,equipment is required to support the standard communication interface. we would prefer a switchable current-output capability. please consider an open-collector input capability as a preferred option. we,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001950,15,8,7,1,8,False,G,0.98,on requirements: the equipment is required to support liquid flow measurement. we require general-purpose configuration. the proposed solution must provide stainless-steel housing. the equipment is required to,EXPLICIT_GENERAL_PURPOSE,GP,0.98,on requirements: the equipment is required to support liquid flow measurement. we require general-purpose configuration. the proposed solution must provide stainless-steel housing. the equipment is required to,EXPLICIT_GP,ST,0.99,measurement. we require general-purpose configuration. the proposed solution must provide stainless-steel housing. the equipment is required to support an alternative power supply. we require a single me,EXPLICIT_HOUSING,4,0.99,ed solution must provide stainless-steel housing. the equipment is required to support an alternative power supply. we require a single measurement channel. we require standard non-hazardous-area installa,EXPLICIT_ALTERNATIVE_POWER,1,0.99,l housing. the equipment is required to support an alternative power supply. we require a single measurement channel. we require standard non-hazardous-area installation. we require a non-hazardous installa,EXPLICIT_CHANNEL,N,0.94,an alternative power supply. we require a single measurement channel. we require standard non-hazardous-area installation. we require a non-hazardous installation area. we require appropriate m,IMPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,required to support enhanced communication capability. the proposed solution must provide switchable current-output functionality. the equipment is required to support one current input. the proposed solut,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"he equipment is required to support one current input. the proposed solution must provide temperature measurement capability. the proposed solution must provide a digital open-collector input. where available, we w",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001951,16,8,7,1,9,False,G,0.98,he following technical and application requirements: the equipment is required to support gas metering application. we require standard process configuration. we require stainless-steel enclos,EXPLICIT_GAS,TE,0.96,ty. the proposed solution must provide a dedicated current-input channel. we would prefer temperature measurement capability. please consider a digital open-collector input as a preferred option. we woul,EXPLICIT_TE,ST,0.99,o support gas metering application. we require standard process configuration. we require stainless-steel enclosure. the proposed solution must provide the standard electrical supply option. the applicatio,EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,d solution must provide the standard electrical supply option. the application requires a single measurement channel. the proposed solution must provide the installation does not require hazardous-area appr,EXPLICIT_CHANNEL,N,0.99,equires a single measurement channel. the proposed solution must provide the installation does not require hazardous-area approval. the proposed solution must provide a non-hazardous installation area. please consider st,EXPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,consider standard certification documentation as a preferred option. we would prefer the standard communication interface. the proposed solution must provide a switchable current-output capability. the,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,e would prefer the standard communication interface. the proposed solution must provide a switchable current-output capability. the proposed solution must provide a dedicated current-input channel. we woul,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,ty. the proposed solution must provide a dedicated current-input channel. we would prefer temperature measurement capability. please consider a digital open-collector input as a preferred option. we would prefer en,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001952,14,7,6,1,8,False,G,0.98,n based on the following technical and application requirements: the application requires gas metering application. the proposed solution must provide standard process configuration. the insta,EXPLICIT_GAS,TE,0.96,"a switchable current-output capability. we require one current input. please consider one temperature measurement input as a preferred option. if possible, please provide a digital open-collector input.",EXPLICIT_TE,NOVALUE,0.0,,,4,0.99,vironment requires a robust industrial enclosure. the equipment is required to support an alternative power supply. the proposed solution must provide a single measurement channel. the application require,EXPLICIT_ALTERNATIVE_POWER,1,0.99,is required to support an alternative power supply. the proposed solution must provide a single measurement channel. the application requires a hazardous process environment. we require operation in a haza,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"ements. we require the required measurement certification. where available, we would like standard communication capability. where available, we would like a switchable current-output capability. we req",SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"ilable, we would like standard communication capability. where available, we would like a switchable current-output capability. we require one current input. please consider one temperature measurement inp",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.96,"a switchable current-output capability. we require one current input. please consider one temperature measurement input as a preferred option. if possible, please provide a digital open-collector input.",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001953,14,7,5,2,9,False,G,0.98,the following technical and application requirements: the proposed solution must provide gas metering application. the application requires standard temperature application. the application r,EXPLICIT_GAS,TE,0.96,"uires an additional digital signal input. the proposed solution must provide advanced low-temperature measurement capability. where available, we would like a customer-specific fluid definition. if possi",EXPLICIT_TE,ST,0.99,tion. the application requires standard temperature application. the application requires stainless-steel housing. please consider standard power supply as a preferred option. the application requires tw,EXPLICIT_HOUSING,1,0.99,emperature application. the application requires stainless-steel housing. please consider standard power supply as a preferred option. the application requires two independent measurement channels. whe,EXPLICIT_STANDARD_POWER,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"rotected hazardous area. we require standard certification documentation. we would prefer standard communication capability. where available, we would like switchable current-output functionality. the a",SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"tation. we would prefer standard communication capability. where available, we would like switchable current-output functionality. the application requires an additional digital signal input. the proposed",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"uires an additional digital signal input. the proposed solution must provide advanced low-temperature measurement capability. where available, we would like a customer-specific fluid definition. if possible, please",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001954,15,9,8,1,7,False,F,0.96,owing technical and application requirements: the equipment is required to support liquid flow measurement. the equipment is required to support standard process configuration. the installation en,EXPLICIT_FLOW,TE,0.96,"urrent-output functionality. we require one current input. where available, we would like temperature measurement capability. where available, we would like a digital open-collector input. if possible, p",EXPLICIT_TE,NOVALUE,0.0,,,4,0.99,. the installation environment requires a robust industrial enclosure. please consider an alternative power supply as a preferred option. the application requires a single measurement channel. the equipme,EXPLICIT_ALTERNATIVE_POWER,1,0.99,se consider an alternative power supply as a preferred option. the application requires a single measurement channel. the equipment will be installed in an operating area where the applicable hazardous-area,EXPLICIT_CHANNEL,N,0.94,applicable hazardous-area requirements must be met. the proposed solution must provide a non-hazardous installation area. we require appropriate measurement certification. we require high-spee,IMPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,"hazardous installation area. we require appropriate measurement certification. we require high-speed communication. if possible, please provide switchable current-output functionality. we require one curr",SEMANTIC_HIGH_SPEED,CS1,0.9,"asurement certification. we require high-speed communication. if possible, please provide switchable current-output functionality. we require one current input. where available, we would like temperature m",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"urrent-output functionality. we require one current input. where available, we would like temperature measurement capability. where available, we would like a digital open-collector input. if possible, please provi",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"vide enhanced measurement capability for demanding applications. the application requires advanced meter verification. please include pricing, expected delivery lead time, validity of the quotation, and any",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001955,14,8,7,1,7,False,G,0.98,": the equipment is required to support the required devcategory configuration. we require general-purpose configuration. where available, we would like stainless-steel enclosure. if possible, please provide th",EXPLICIT_GENERAL_PURPOSE,GP,0.98,": the equipment is required to support the required devcategory configuration. we require general-purpose configuration. where available, we would like stainless-steel enclosure. if possible, please provide th",EXPLICIT_GP,ST,0.99,"y configuration. we require general-purpose configuration. where available, we would like stainless-steel enclosure. if possible, please provide the alternative electrical supply option. we would prefer a",EXPLICIT_HOUSING,4,0.99,"where available, we would like stainless-steel enclosure. if possible, please provide the alternative electrical supply option. we would prefer a single measurement channel. the equipment is required to suppor",EXPLICIT_ALTERNATIVE_POWER,1,0.99,". if possible, please provide the alternative electrical supply option. we would prefer a single measurement channel. the equipment is required to support hazardous-area operation. the equipment is required",EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,. the equipment is required to support the required measurement certification. we require high-speed communication. we would prefer switchable current-output functionality. the equipment is required to su,SEMANTIC_HIGH_SPEED,CS1,0.9,required measurement certification. we require high-speed communication. we would prefer switchable current-output functionality. the equipment is required to support one current input. we would prefer te,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,ut functionality. the equipment is required to support one current input. we would prefer temperature measurement capability. we would prefer an open-collector input capability. the application requires advanced lo,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001956,15,8,6,2,9,False,G,0.98,placement country: india we are requesting a quotation for equipment suitable for process gas measurement as part of an upcoming metering system replacement. please provide a quotation based on t,EXPLICIT_GAS,TE,0.96,"sed solution must provide a dedicated current-input channel. the application requires one temperature measurement input. if possible, please provide an additional digital signal input. we would prefer en",EXPLICIT_TE,ST,0.99,quire liquid flow measurement. we require standard process configuration. please consider stainless-steel housing as a preferred option. we would prefer the alternative electrical supply option. the prop,EXPLICIT_HOUSING,4,0.99,ation. please consider stainless-steel housing as a preferred option. we would prefer the alternative electrical supply option. the proposed solution must provide a single measurement channel. we require hazar,EXPLICIT_ALTERNATIVE_POWER,1,0.99,uld prefer the alternative electrical supply option. the proposed solution must provide a single measurement channel. we require hazardous-area operation. the proposed solution must provide operation in a h,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,ts. the proposed solution must provide the required measurement certification. we require standard communication capability. the proposed solution must provide a dedicated current-input channel. the app,SEMANTIC_STANDARD_COMMUNICATION,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.96,"sed solution must provide a dedicated current-input channel. the application requires one temperature measurement input. if possible, please provide an additional digital signal input. we would prefer en",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"d measurement capability for demanding applications. the equipment is required to support advanced meter verification. where available, we would like custom fluid configuration. please include pricing, expec",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
