rfq_id,error_type,characteristic,predicted_value,actual_value,evidence_text,confidence
RFQ731-000331,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-000331,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000331,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000332,WRONG_VALUE,devCategory,G,F,"tion requirements: we require liquid flow measurement. the proposed solution must provide general-purpose configuration. the equipment is required to support stainless-steel enclosure. where available, we woul",0.98
RFQ731-000332,FALSE_POSITIVE,temperaturEingaenge,TT1,NOVALUE,"ut. we would prefer a digital open-collector input. the application requires advanced low-temperature measurement capability. where available, we would like advanced verification functionality. we would prefer a cu",0.98
RFQ731-000332,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000332,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-000332,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000332,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000332,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000332,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000332,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000333,WRONG_VALUE,characteristic,TE,GP,"ace. please consider one current input as a preferred option. if possible, please provide temperature measurement capability. please consider an additional digital signal input as a preferred option. we",0.96
RFQ731-000333,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000333,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000333,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000333,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000333,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000333,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000333,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000334,WRONG_VALUE,characteristic,TE,GP,", we would like a dedicated current-input channel. the proposed solution must provide one temperature measurement input. we would prefer digital signal input capability. if possible, please provide enhan",0.96
RFQ731-000334,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"el. the proposed solution must provide one temperature measurement input. we would prefer digital signal input capability. if possible, please provide enhanced measurement capability for demanding applications.",0.8
RFQ731-000334,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-000334,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000334,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-000334,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000334,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000334,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000335,WRONG_VALUE,characteristic,TE,ST,lution must provide a dedicated current-input channel. the proposed solution must provide temperature measurement capability. we would prefer a digital open-collector input. the proposed solution must pr,0.96
RFQ731-000335,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000335,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-000335,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000335,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000335,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000335,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000335,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000335,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000335,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-000336,WRONG_VALUE,characteristic,TE,ST,. the equipment is required to support standard communication capability. please consider temperature measurement capability as a preferred option. the proposed solution must provide digital signal input,0.96
RFQ731-000336,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"perature measurement capability as a preferred option. the proposed solution must provide digital signal input capability. where available, we would like advanced verification functionality. the proposed solutio",0.8
RFQ731-000336,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-000336,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-000336,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000336,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000336,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000336,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000336,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000336,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-000337,WRONG_VALUE,characteristic,TE,GP,"e require an additional digital signal input. where available, we would like advanced low-temperature measurement capability. the proposed solution must provide advanced verification functionality. pleas",0.96
RFQ731-000337,FALSE_POSITIVE,temperaturEingaenge,TT1,NOVALUE,"e require an additional digital signal input. where available, we would like advanced low-temperature measurement capability. the proposed solution must provide advanced verification functionality. please include p",0.98
RFQ731-000337,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-000337,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000337,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000337,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000337,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000337,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000338,WRONG_VALUE,devCategory,G,F,process expansion project and are looking for a suitable measurement solution for process gas measurement. please provide a quotation based on the following technical and application requirements,0.98
RFQ731-000338,WRONG_VALUE,characteristic,TE,GP,"ssioning and diagnostic access. if possible, please provide one current input. we require temperature measurement capability. where available, we would like digital signal input capability. the proposed",0.96
RFQ731-000338,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"rent input. we require temperature measurement capability. where available, we would like digital signal input capability. the proposed solution must provide enhanced measurement capability for demanding applica",0.8
RFQ731-000338,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000338,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-000338,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-000338,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000338,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000338,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000338,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000339,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000339,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000339,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-000339,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000339,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000339,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000339,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000340,WRONG_VALUE,characteristic,TE,GP,"ation requires a switchable current-output capability. the proposed solution must provide temperature measurement capability. where available, we would like an open-collector input capability. if possibl",0.96
RFQ731-000340,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000340,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000340,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-000340,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000340,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000340,FALSE_NEGATIVE,dynamicGasMaster,NOVALUE,1,,0.0
RFQ731-000340,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000341,WRONG_VALUE,characteristic,VG,GP,anced measurement capability for demanding applications. the customer would like enhanced verification capabilities for maintenance. the application requires custom fluid configuration. please,0.9
RFQ731-000341,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,ability. we require a dedicated current-input channel. the proposed solution must provide digital signal input capability. the proposed solution must provide enhanced measurement capability for demanding applica,0.8
RFQ731-000341,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-000341,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000341,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000341,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000341,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000341,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000341,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000341,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000342,WRONG_VALUE,devCategory,G,F,"on requirements: the equipment is required to support liquid flow measurement. we require general-purpose configuration. the installation environment requires a robust industrial enclosure. if possible, please",0.98
RFQ731-000342,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"vailable, we would like one temperature measurement input. where available, we would like digital signal input capability. the proposed solution must provide advanced low-temperature measurement capability. the",0.8
RFQ731-000342,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-000342,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000342,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-000342,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000342,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000342,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000342,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000342,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000343,WRONG_VALUE,characteristic,TE,GP,we would like a dedicated current-input channel. the equipment is required to support one temperature measurement input. the proposed solution must provide an open-collector input capability. if possible,0.96
RFQ731-000343,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000343,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000343,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000343,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000343,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000343,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000344,WRONG_VALUE,characteristic,TE,CA,equipment is required to support one current input. the equipment is required to support temperature measurement capability. the equipment is required to support advanced verification functionality. ple,0.96
RFQ731-000344,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-000344,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-000344,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000344,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000344,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-000344,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000344,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000345,WRONG_VALUE,characteristic,TE,ST,ion requires the standard communication interface. the proposed solution must provide one temperature measurement input. please consider digital signal input capability as a preferred option. the applica,0.96
RFQ731-000345,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,ce. the proposed solution must provide one temperature measurement input. please consider digital signal input capability as a preferred option. the application requires advanced verification functionality. if p,0.8
RFQ731-000345,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000345,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-000345,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000345,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000345,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000345,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000345,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000345,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-000346,WRONG_VALUE,characteristic,TE,CA,"mmissioning and diagnostic access. we would prefer one current input. we would prefer one temperature measurement input. we require advanced verification functionality. please include pricing, expected d",0.96
RFQ731-000346,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000346,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-000346,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000346,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000346,FALSE_NEGATIVE,dataInterface,NOVALUE,MT,,0.0
RFQ731-000346,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000346,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000347,WRONG_VALUE,characteristic,TE,ST,"tion requires switchable current-output functionality. where available, we would like one temperature measurement input. the application requires a digital open-collector input. the proposed solution mus",0.96
RFQ731-000347,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-000347,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000347,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000347,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-000347,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000347,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000347,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000347,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-000348,WRONG_VALUE,characteristic,VG,GP,"d measurement capability for demanding applications. if possible, please provide advanced verification functionality. if possible, please provide dynamic gas measurement functionality. the app",0.9
RFQ731-000348,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-000348,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000348,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-000348,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000348,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000348,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000348,FALSE_NEGATIVE,dynamicGasMaster,NOVALUE,1,,0.0
RFQ731-000348,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000349,WRONG_VALUE,characteristic,TE,CA,"option. where available, we would like one current input. where available, we would like temperature measurement capability. the application requires the required binaerdigitalopencoll_mn configuration.",0.96
RFQ731-000349,WRONG_VALUE,stromSchaltbar,CS1,CS2,"benefit from convenient commissioning and diagnostic access. please consider an enhanced switchable current-output capability as a preferred option. where available, we would like one current input. where",0.9
RFQ731-000349,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-000349,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000349,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-000349,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000349,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000349,FALSE_NEGATIVE,dataInterface,NOVALUE,MT,,0.0
RFQ731-000349,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000349,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN4,,0.0
RFQ731-000349,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000350,WRONG_VALUE,characteristic,VG,GP,"easurement capability for demanding applications. where available, we would like advanced verification functionality. if possible, please provide dynamic gas measurement functionality. please",0.9
RFQ731-000350,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,ase provide switchable current-output functionality. the equipment is required to support digital signal input capability. the proposed solution must provide enhanced measurement capability for demanding applica,0.8
RFQ731-000350,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-000350,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000350,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000350,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000350,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000350,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000350,FALSE_NEGATIVE,dynamicGasMaster,NOVALUE,1,,0.0
RFQ731-000351,WRONG_VALUE,characteristic,TE,ST,"ent is required to support a dedicated current-input channel. if possible, please provide temperature measurement capability. the application requires digital signal input capability. the proposed soluti",0.96
RFQ731-000351,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"if possible, please provide temperature measurement capability. the application requires digital signal input capability. the proposed solution must provide advanced verification functionality. the application",0.8
RFQ731-000351,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000351,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000351,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-000351,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000351,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000351,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000351,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000351,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-000352,WRONG_VALUE,characteristic,VG,ST,"e, please provide a digital open-collector input. the application requires advanced meter verification. the proposed solution must provide custom fluid configuration. the proposed solution mus",0.9
RFQ731-000352,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000352,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-000352,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000352,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000352,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-000352,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000352,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000352,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-000353,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-000353,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000353,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000353,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000353,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000353,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000354,WRONG_VALUE,characteristic,TE,GP,prefer a digital open-collector input. the equipment is required to support advanced low-temperature measurement capability. the application requires advanced verification functionality. the equipment i,0.96
RFQ731-000354,FALSE_POSITIVE,temperaturEingaenge,TT1,NOVALUE,prefer a digital open-collector input. the equipment is required to support advanced low-temperature measurement capability. the application requires advanced verification functionality. the equipment is required,0.98
RFQ731-000354,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-000354,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000354,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000354,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000354,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000354,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000354,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000354,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000355,WRONG_VALUE,characteristic,TE,ST,"uired to support switchable current-output functionality. if possible, please provide one temperature measurement input. if possible, please provide advanced low-temperature measurement capability. where",0.96
RFQ731-000355,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000355,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-000355,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-000355,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000355,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000355,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000355,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000355,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-000356,WRONG_VALUE,characteristic,TE,CA,dicated current-input channel as a preferred option. the equipment is required to support temperature measurement capability. the equipment is required to support advanced verification functionality. ple,0.96
RFQ731-000356,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-000356,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000356,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000356,FALSE_NEGATIVE,dataInterface,NOVALUE,PA,,0.0
RFQ731-000356,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000356,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000357,WRONG_VALUE,characteristic,TE,ST,. we require a switchable current-output capability. the equipment is required to support temperature measurement capability. the proposed solution must provide enhanced measurement capability for demand,0.96
RFQ731-000357,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000357,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-000357,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-000357,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000357,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000357,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000357,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-000357,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-000358,WRONG_VALUE,characteristic,TE,GP,ity. the application requires a switchable current-output capability. please consider one temperature measurement input as a preferred option. the proposed solution must provide digital signal input capa,0.96
RFQ731-000358,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"e temperature measurement input as a preferred option. the proposed solution must provide digital signal input capability. if possible, please provide advanced low-temperature measurement capability. please incl",0.8
RFQ731-000358,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-000358,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000358,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-000358,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-000358,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000359,WRONG_VALUE,characteristic,VG,PW,"e required binaeropencoll_mp configuration. the equipment is required to support advanced verification functionality. please include pricing, expected delivery lead time, validity of the quota",0.9
RFQ731-000359,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-000359,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000359,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000359,FALSE_NEGATIVE,dataInterface,NOVALUE,MR,,0.0
RFQ731-000359,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP2,,0.0
RFQ731-000359,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-000360,WRONG_VALUE,devCategory,G,S,ts: the proposed solution must provide the required devcategory configuration. we require general-purpose configuration. the equipment is required to support stainless-steel housing. we require the alternative,0.98
RFQ731-000360,FALSE_NEGATIVE,explosionApproval,NOVALUE,N,,0.0
RFQ731-000360,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000360,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-000360,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000360,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000360,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000361,WRONG_VALUE,devCategory,G,S,the application requires the required devcategory configuration. the application requires general-purpose configuration. the equipment is required to support stainless-steel enclosure. the equipment is require,0.98
RFQ731-000361,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-000361,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-000361,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-000361,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-000361,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000361,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000361,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000362,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-000362,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-000362,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-000362,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-000362,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-000363,WRONG_VALUE,characteristic,VG,GP,"capability for demanding applications. the proposed solution must provide advanced meter verification. we would prefer custom fluid configuration. please include pricing, expected delivery le",0.9
RFQ731-000363,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-000363,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-000363,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
