rfq_id,characteristic,value_status,reason,confidence,source_sentence
RFQ731-001421,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision energy systems gmbh rfq reference: rfq731-001421 customer reference: new production line country: türkiye our team is planning an upgrade involving production process monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standard-temperature s"
RFQ731-001429,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: horizon manufacturing technologies ag rfq reference: rfq731-001429 customer reference: new plant installation country: spain our team is planning an upgrade involving utility measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard-temperature service. the application req"
RFQ731-001435,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta engineering solutions gmbh rfq reference: rfq731-001435 customer reference: new plant installation country: united arab emirates as part of our new plant installation, we require a suitable measurement system for process flow measurement. please provide a quotation based on the following technical and application requirements: we would prefer gas measurement. the equipment is required to support standard temperature application. we would prefer stainless-steel en"
RFQ731-001441,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: sterling instrumentation gmbh rfq reference: rfq731-001441 customer reference: process instrumentation upgrade country: türkiye our team is planning an upgrade involving hydrocarbon process measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: we require gas measurement. the proposed solution must provide standard-temperature service. the equipment"
RFQ731-001455,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: meridian engineering solutions fze rfq reference: rfq731-001455 customer reference: new production line country: united arab emirates we are requesting a quotation for equipment suitable for water distribution as part of an upcoming new production line. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. we would prefer standard temperature application. the installation environment requires"
RFQ731-001463,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nexon manufacturing technologies s.a. rfq reference: rfq731-001463 customer reference: plant modernisation project country: germany as part of our plant modernisation project, we require a suitable measurement system for mineral processing. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. if possible, please provide standard-temperature service. please consider stainless-steel "
RFQ731-001464,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: atlas instrumentation ltd. rfq reference: rfq731-001464 customer reference: process instrumentation upgrade country: italy as part of our process instrumentation upgrade, we require a suitable measurement system for chemical process measurement. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the proposed solution must provide standard-temperature service. the installation environment r"
RFQ731-001471,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: metrix instrumentation s.a. rfq reference: rfq731-001471 customer reference: measurement infrastructure upgrade country: saudi arabia we are currently working on our measurement infrastructure upgrade and are looking for a suitable measurement solution for hydrocarbon process measurement. please provide a quotation based on the following technical and application requirements: we require gas measurement. we require standard-temperature service. we require stainless-ste"
RFQ731-001472,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: apex engineering solutions s.a. rfq reference: rfq731-001472 customer reference: process instrumentation upgrade country: germany as part of our process instrumentation upgrade, we require a suitable measurement system for utility water measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the equipment is required to support standard temperature application. the prop"
RFQ731-001474,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: summit instrumentation fze rfq reference: rfq731-001474 customer reference: measurement infrastructure upgrade country: france our team is planning an upgrade involving plant utility monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. we require standard temperature application. the proposed so"
RFQ731-001479,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: prime petrochemical solutions ltd. rfq reference: rfq731-001479 customer reference: measurement infrastructure upgrade country: türkiye we are currently working on our measurement infrastructure upgrade and are looking for a suitable measurement solution for process gas measurement. please provide a quotation based on the following technical and application requirements: we require gas measurement. we require standard temperature application. the equipment is required "
RFQ731-001485,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta industrial services fze rfq reference: rfq731-001485 customer reference: metering system replacement country: saudi arabia as part of our metering system replacement, we require a suitable measurement system for process water measurement. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the application requires standard temperature application. we require stainless-steel enclosure."
RFQ731-001497,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: dynamic process automation gmbh rfq reference: rfq731-001497 customer reference: metering system replacement country: türkiye our team is planning an upgrade involving production measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. we require standard-temperature service. the installation environm"
RFQ731-001504,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: atlas industrial technologies b.v. rfq reference: rfq731-001504 customer reference: process expansion project country: netherlands we are currently working on our process expansion project and are looking for a suitable measurement solution for industrial instrumentation. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the equipment is required to support standard t"
RFQ731-001505,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector engineering solutions ag rfq reference: rfq731-001505 customer reference: process automation project country: united kingdom we are currently working on our process automation project and are looking for a suitable measurement solution for water distribution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard-temperature service. where availabl"
RFQ731-001508,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: orion measurement technologies b.v. rfq reference: rfq731-001508 customer reference: metering system replacement country: france as part of our metering system replacement, we require a suitable measurement system for process flow measurement. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the equipment is required to support standard temperature application. we would prefer stainless-"
RFQ731-001511,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: horizon petrochemical solutions gmbh rfq reference: rfq731-001511 customer reference: new production line country: germany our team is planning an upgrade involving utility measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. we require standard-temperature service. we require stainless-steel encl"
RFQ731-001512,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta industrial services b.v. rfq reference: rfq731-001512 customer reference: measurement infrastructure upgrade country: türkiye our team is planning an upgrade involving manufacturing process measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. we require standard temperature application. the"
RFQ731-001515,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: quantum petrochemical solutions fze rfq reference: rfq731-001515 customer reference: process expansion project country: netherlands as part of our process expansion project, we require a suitable measurement system for production measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the proposed solution must provide standard temperature application. the proposed solu"
RFQ731-001526,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: horizon process systems s.a. rfq reference: rfq731-001526 customer reference: process expansion project country: spain as part of our process expansion project, we require a suitable measurement system for production process monitoring. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the application requires standard temperature application. the proposed solution mu"
RFQ731-001529,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: united process engineering b.v. rfq reference: rfq731-001529 customer reference: process expansion project country: türkiye our team is planning an upgrade involving process gas measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. the proposed solution must provide standard temperature applicatio"
RFQ731-001533,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: integrated petrochemical solutions s.a. rfq reference: rfq731-001533 customer reference: new plant installation country: india as part of our new plant installation, we require a suitable measurement system for industrial instrumentation. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the proposed solution must provide standard-temperature service. please consider "
RFQ731-001538,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: summit engineering solutions ag rfq reference: rfq731-001538 customer reference: metering system replacement country: italy as part of our metering system replacement, we require a suitable measurement system for sanitary process measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the application requires standard temperature application. we would prefer stainless-s"
RFQ731-001548,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: summit process systems ag rfq reference: rfq731-001548 customer reference: process expansion project country: italy as part of our process expansion project, we require a suitable measurement system for process water measurement. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the equipment is required to support standard-temperature service. the application requires stainless-steel enc"
RFQ731-001550,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: integrated energy systems gmbh rfq reference: rfq731-001550 customer reference: new production line country: france we are requesting a quotation for equipment suitable for hydrocarbon process measurement as part of an upcoming new production line. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard-temperature service. the proposed solution must provi"
RFQ731-001557,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: meridian engineering solutions fze rfq reference: rfq731-001557 customer reference: new plant installation country: united arab emirates we are requesting a quotation for equipment suitable for treatment plant monitoring as part of an upcoming new plant installation. please provide a quotation based on the following technical and application requirements: we require gas metering application. the proposed solution must provide standard-temperature service. we require st"
RFQ731-001558,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: quantum process systems ltd. rfq reference: rfq731-001558 customer reference: process instrumentation upgrade country: india we are requesting a quotation for equipment suitable for wastewater processing as part of an upcoming process instrumentation upgrade. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the proposed solution must provide standard-temperature serv"
RFQ731-001559,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector engineering solutions ag rfq reference: rfq731-001559 customer reference: new plant installation country: united kingdom we are requesting a quotation for equipment suitable for utility water measurement as part of an upcoming new plant installation. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the application requires standard-temperature service. the ins"
RFQ731-001561,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: global industrial technologies ag rfq reference: rfq731-001561 customer reference: plant modernisation project country: spain as part of our plant modernisation project, we require a suitable measurement system for utility water measurement. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standard-temperature service. the proposed "
RFQ731-001566,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: global industrial services gmbh rfq reference: rfq731-001566 customer reference: measurement infrastructure upgrade country: india we are requesting a quotation for equipment suitable for production process monitoring as part of an upcoming measurement infrastructure upgrade. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. the proposed solution must provide standard-temperatur"
RFQ731-001571,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: horizon instrumentation s.a. rfq reference: rfq731-001571 customer reference: process expansion project country: türkiye we are currently working on our process expansion project and are looking for a suitable measurement solution for process monitoring. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. the application requires standard-temperature service. please consider stainl"
RFQ731-001572,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: advanced measurement technologies s.a. rfq reference: rfq731-001572 customer reference: utility measurement upgrade country: france we are requesting a quotation for equipment suitable for gas processing as part of an upcoming utility measurement upgrade. please provide a quotation based on the following technical and application requirements: we require gas metering application. the application requires standard-temperature service. the installation environment requir"
RFQ731-001573,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: horizon process systems s.a. rfq reference: rfq731-001573 customer reference: process instrumentation upgrade country: spain as part of our process instrumentation upgrade, we require a suitable measurement system for process automation. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the equipment is required to support standard temperature application. the proposed solution must provi"
RFQ731-001579,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nexon process automation b.v. rfq reference: rfq731-001579 customer reference: process instrumentation upgrade country: türkiye we are currently working on our process instrumentation upgrade and are looking for a suitable measurement solution for metallurgical process monitoring. please provide a quotation based on the following technical and application requirements: we require gas measurement. the proposed solution must provide standard temperature application. plea"
RFQ731-001583,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: dynamic energy systems ag rfq reference: rfq731-001583 customer reference: process automation project country: italy we are requesting a quotation for equipment suitable for production process monitoring as part of an upcoming process automation project. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the application requires standard-temperature service. the applic"
RFQ731-001585,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: advanced energy systems ltd. rfq reference: rfq731-001585 customer reference: plant modernisation project country: türkiye we are currently working on our plant modernisation project and are looking for a suitable measurement solution for food production. please provide a quotation based on the following technical and application requirements: we require gas measurement. we require standard-temperature service. the equipment is required to support stainless-steel enclo"
RFQ731-001588,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: meridian engineering solutions fze rfq reference: rfq731-001588 customer reference: measurement system upgrade country: united arab emirates we are currently working on our measurement system upgrade and are looking for a suitable measurement solution for water distribution. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. the application requires standard temperature applicatio"
RFQ731-001591,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta automation systems ag rfq reference: rfq731-001591 customer reference: process automation project country: türkiye we are currently working on our process automation project and are looking for a suitable measurement solution for process automation. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. we require standard-temperature service. the proposed solution must provi"
RFQ731-001592,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: prime process automation ag rfq reference: rfq731-001592 customer reference: measurement infrastructure upgrade country: france we are requesting a quotation for equipment suitable for batch process monitoring as part of an upcoming measurement infrastructure upgrade. please provide a quotation based on the following technical and application requirements: we require gas measurement. we require standard temperature application. we require stainless-steel housing. the a"
RFQ731-001594,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: atlas process engineering fze rfq reference: rfq731-001594 customer reference: process instrumentation upgrade country: saudi arabia our team is planning an upgrade involving production line monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: we require gas metering application. the application requires standard-temperature service. the installati"
RFQ731-001600,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: integrated petrochemical solutions s.a. rfq reference: rfq731-001600 customer reference: new production line country: india we are requesting a quotation for equipment suitable for process automation project as part of an upcoming new production line. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. the equipment is required to support standard temperature application. the propo"
RFQ731-001604,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nexon automation systems ag rfq reference: rfq731-001604 customer reference: measurement system upgrade country: france we are currently working on our measurement system upgrade and are looking for a suitable measurement solution for production measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the equipment is required to support standard-temperature ser"
RFQ731-001606,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: metrix manufacturing technologies b.v. rfq reference: rfq731-001606 customer reference: process expansion project country: germany we are requesting a quotation for equipment suitable for production process monitoring as part of an upcoming process expansion project. please provide a quotation based on the following technical and application requirements: we require gas metering application. the equipment is required to support standard-temperature service. we require "
RFQ731-001612,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: metrix manufacturing technologies fze rfq reference: rfq731-001612 customer reference: process automation project country: italy as part of our process automation project, we require a suitable measurement system for plant utility measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the equipment is required to support standard-temperature service. where available, w"
RFQ731-001619,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nexon process automation ag rfq reference: rfq731-001619 customer reference: new production line country: france as part of our new production line, we require a suitable measurement system for utility water measurement. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. the proposed solution must provide standard temperature application. the installation environment requires a ro"
RFQ731-001622,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: advanced energy systems ltd. rfq reference: rfq731-001622 customer reference: measurement system upgrade country: türkiye our team is planning an upgrade involving production utility monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: we require gas measurement. if possible, please provide standard-temperature service. the installation environment"
RFQ731-001626,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: apex manufacturing technologies s.a. rfq reference: rfq731-001626 customer reference: new production line country: germany we are currently working on our new production line and are looking for a suitable measurement solution for plant utility monitoring. please provide a quotation based on the following technical and application requirements: we require gas measurement. the application requires standard-temperature service. the installation environment requires a rob"
RFQ731-001637,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector industrial technologies ltd. rfq reference: rfq731-001637 customer reference: process expansion project country: saudi arabia as part of our process expansion project, we require a suitable measurement system for batch process monitoring. please provide a quotation based on the following technical and application requirements: we require gas measurement. we require standard-temperature service. the proposed solution must provide stainless-steel enclosure. the ap"
RFQ731-001638,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector engineering solutions ag rfq reference: rfq731-001638 customer reference: new plant installation country: united kingdom our team is planning an upgrade involving water distribution. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: we require gas measurement. the application requires standard-temperature service. the equipment is required to support"
RFQ731-001645,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vertex engineering solutions fze rfq reference: rfq731-001645 customer reference: measurement system upgrade country: italy we are requesting a quotation for equipment suitable for plant utility measurement as part of an upcoming measurement system upgrade. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the application requires standard temperature application. the i"
RFQ731-001646,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision instrumentation gmbh rfq reference: rfq731-001646 customer reference: process expansion project country: united arab emirates as part of our process expansion project, we require a suitable measurement system for process gas measurement. please provide a quotation based on the following technical and application requirements: we require gas measurement. the application requires standard-temperature service. the equipment is required to support stainless-steel"
RFQ731-001665,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: quantum energy systems ltd. rfq reference: rfq731-001665 customer reference: metering system replacement country: türkiye we are currently working on our metering system replacement and are looking for a suitable measurement solution for pipeline monitoring. please provide a quotation based on the following technical and application requirements: we require gas metering application. the equipment is required to support standard-temperature service. if possible, please "
RFQ731-001668,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: evergreen process engineering b.v. rfq reference: rfq731-001668 customer reference: plant modernisation project country: italy we are currently working on our plant modernisation project and are looking for a suitable measurement solution for plant engineering project. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the equipment is required to support standard-temperature service. the "
RFQ731-001669,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: united instrumentation ltd. rfq reference: rfq731-001669 customer reference: plant modernisation project country: germany as part of our plant modernisation project, we require a suitable measurement system for measurement system implementation. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the application requires standard-temperature service. the equipment is required to"
RFQ731-001672,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision industrial services ag rfq reference: rfq731-001672 customer reference: plant modernisation project country: italy we are currently working on our plant modernisation project and are looking for a suitable measurement solution for pipeline monitoring. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. we require standard-temperature service. we require stainless-steel e"
RFQ731-001679,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: advanced industrial technologies b.v. rfq reference: rfq731-001679 customer reference: utility measurement upgrade country: france as part of our utility measurement upgrade, we require a suitable measurement system for clean utility measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. where available, we would like standard-temperature service. the equipment is requ"
RFQ731-001680,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: horizon process automation ltd. rfq reference: rfq731-001680 customer reference: new plant installation country: united kingdom we are requesting a quotation for equipment suitable for process water measurement as part of an upcoming new plant installation. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. the equipment is required to support standard-temperature service. the ins"
RFQ731-001681,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: global industrial technologies ltd. rfq reference: rfq731-001681 customer reference: new production line country: saudi arabia as part of our new production line, we require a suitable measurement system for process monitoring. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the application requires standard temperature application. please consider stainless-steel enc"
RFQ731-001686,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: meridian instrumentation ag rfq reference: rfq731-001686 customer reference: measurement system upgrade country: türkiye our team is planning an upgrade involving treatment plant monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. we require standard-temperature service. the application requires "
RFQ731-001689,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision instrumentation s.a. rfq reference: rfq731-001689 customer reference: plant modernisation project country: netherlands we are currently working on our plant modernisation project and are looking for a suitable measurement solution for water distribution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the application requires standard temperature application"
RFQ731-001690,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: global process automation ltd. rfq reference: rfq731-001690 customer reference: new plant installation country: france as part of our new plant installation, we require a suitable measurement system for treatment plant monitoring. please provide a quotation based on the following technical and application requirements: where available, we would like gas metering application. the application requires standard temperature application. the equipment is required to support"
RFQ731-001691,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision automation systems b.v. rfq reference: rfq731-001691 customer reference: new production line country: netherlands we are currently working on our new production line and are looking for a suitable measurement solution for process automation project. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the proposed solution must provide standard temperature application. "
RFQ731-001700,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nova process systems b.v. rfq reference: rfq731-001700 customer reference: process automation project country: united arab emirates as part of our process automation project, we require a suitable measurement system for production process monitoring. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. the proposed solution must provide standard-temperature service. we would prefer"
RFQ731-001704,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision process engineering fze rfq reference: rfq731-001704 customer reference: measurement infrastructure upgrade country: france we are requesting a quotation for equipment suitable for industrial instrumentation as part of an upcoming measurement infrastructure upgrade. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. we require standard-temperature service. where avail"
RFQ731-001708,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: prime process engineering ltd. rfq reference: rfq731-001708 customer reference: process instrumentation upgrade country: netherlands our team is planning an upgrade involving process monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. we require standard-temperature service. the application req"
RFQ731-001713,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: sterling energy systems ltd. rfq reference: rfq731-001713 customer reference: process instrumentation upgrade country: united kingdom as part of our process instrumentation upgrade, we require a suitable measurement system for manufacturing process measurement. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. the proposed solution must provide standard temperature application. "
RFQ731-001718,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: meridian instrumentation ag rfq reference: rfq731-001718 customer reference: new plant installation country: türkiye we are requesting a quotation for equipment suitable for wastewater processing as part of an upcoming new plant installation. please provide a quotation based on the following technical and application requirements: we require gas metering application. the proposed solution must provide standard-temperature service. where available, we would like stainle"
RFQ731-001722,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: orion automation systems fze rfq reference: rfq731-001722 customer reference: process automation project country: france our team is planning an upgrade involving hydrocarbon process measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standard-temper"
RFQ731-001725,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: meridian automation systems s.a. rfq reference: rfq731-001725 customer reference: process automation project country: spain we are currently working on our process automation project and are looking for a suitable measurement solution for power plant process monitoring. please provide a quotation based on the following technical and application requirements: we require gas metering application. the proposed solution must provide standard-temperature service. the applic"
RFQ731-001728,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nexon automation systems ag rfq reference: rfq731-001728 customer reference: plant modernisation project country: france our team is planning an upgrade involving mineral processing. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the proposed solution must provide standard temperature applicati"
RFQ731-001732,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: orion automation systems fze rfq reference: rfq731-001732 customer reference: utility measurement upgrade country: france we are currently working on our utility measurement upgrade and are looking for a suitable measurement solution for gas processing. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard temperature application. we would prefer stainle"
RFQ731-001745,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision engineering solutions fze rfq reference: rfq731-001745 customer reference: process automation project country: germany our team is planning an upgrade involving process water measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. the application requires standard-temperature service. plea"
RFQ731-001757,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta engineering solutions gmbh rfq reference: rfq731-001757 customer reference: utility measurement upgrade country: united arab emirates we are requesting a quotation for equipment suitable for process flow measurement as part of an upcoming utility measurement upgrade. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard temperature application. we "
RFQ731-001762,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: evergreen energy systems b.v. rfq reference: rfq731-001762 customer reference: measurement infrastructure upgrade country: spain our team is planning an upgrade involving batch process monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the application requires standard-temperature service. we require stai"
