rfq_id,canonical_configuration_id,ml_split,ml_target,record_type,generation_method,evidence_level,source_frequency,nearest_real_distance,num_changed_characteristics,evidence_score,mandatory_total,mandatory_satisfied,mandatory_violations,preferred_total,preferred_satisfied,preferred_differences,unmentioned_features,mandatory_valid,mandatory_preferred_valid,source_frequency_score,real_proximity_score,low_change_score,observed_configuration_score,evidence_score_normalized,rfq_ground_truth_record_type,rfq_ground_truth_evidence_level,rfq_ground_truth_nearest_real_distance,rfq_requirement_count,rfq_mandatory_requirement_count,rfq_preferred_requirement_count,rfq_unique_required_characteristics,config_devCategory,config_characteristic,config_housing,config_powerSupply,config_numberOfChannels,config_explosionApproval,config_protectionArea,config_certification,config_dataInterface,config_stromSchaltbar,config_stromEingaenge,config_temperaturEingaenge,config_binaerDigitalOpenColl_MN,config_binaerOpenColl_MP,config_waveInjector,config_dev_advMeterVerification,config_dynamicGasMaster,config_customUserFluid,config_steamApplication
RFQ731-000327,CFG731_09db81b4dee54f57,TEST,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,9,9,0,3,3,0,7,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,DERIVED,LOW,2,12,9,3,12,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000327,CFG731_d59b14d4b0b9324d,TEST,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.7,9,9,0,3,3,0,7,True,True,0.0,0.5,0.5,0.0,0.8841911764705883,DERIVED,LOW,2,12,9,3,12,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000327,CFG731_1d78950cabc90332,TEST,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,3,3,0,7,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,LOW,2,12,9,3,12,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000327,CFG731_5f8ddbba4a0cb6e7,TEST,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,3,3,0,7,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,LOW,2,12,9,3,12,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000327,CFG731_a59cc7e57b856164,TEST,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,3,3,0,7,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,LOW,2,12,9,3,12,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000327,CFG731_30c5366e624499a8,TEST,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,3,3,0,7,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,LOW,2,12,9,3,12,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000327,CFG731_091f946b84ae26df,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,64.4,9,9,0,3,3,0,7,True,True,0.0,0.5,0.0,0.0,0.3455882352941177,DERIVED,LOW,2,12,9,3,12,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000327,CFG731_576db798689c655c,TEST,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,52.0,9,9,0,3,3,0,7,True,True,0.0,0.0,0.0,0.0,0.1176470588235293,DERIVED,LOW,2,12,9,3,12,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000328,CFG731_a92ad5294d9187e9,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,13,13,0,1,1,0,5,True,True,1.0,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,14,13,1,14,S,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
RFQ731-000329,CFG731_62d0f0f6bab9bdcb,TEST,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,4,4,0,6,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,9,4,13,F,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000329,CFG731_337790e6bbcf15f4,TEST,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,9,9,0,4,4,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,9,4,13,F,GP,ST,1,1,N,N,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000329,CFG731_4340f11ba9a46e42,TEST,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,9,9,0,4,4,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,9,4,13,F,GP,ST,1,1,N,N,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000329,CFG731_809af1b5bbfb38fb,TEST,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,9,9,0,4,4,0,6,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,9,4,13,F,GP,ST,1,1,N,N,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000329,CFG731_57b3b3a6958ee330,TEST,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,DERIVED,VERY_STRONG,1,13,9,4,13,F,GP,ST,1,1,N,N,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000329,CFG731_9e1cb28372f6bf0e,TEST,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,9,4,13,F,GP,ST,1,1,N,N,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000329,CFG731_9fcbeaf9d5010d3a,TEST,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,9,4,13,F,GP,ST,1,1,N,N,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000329,CFG731_6be2d8f04f4b5682,TEST,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,9,4,13,F,GP,ST,1,1,N,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000330,CFG731_8b18ac1c34209d63,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,5,5,0,4,True,True,1.0,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,10,5,15,G,ST,ST,1,2,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000330,CFG731_80619ff0be976225,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,5,5,0,4,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,10,5,15,G,ST,ST,1,2,A,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000331,CFG731_c887ba58c35036a9,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,8,8,0,6,6,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,8,6,14,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000331,CFG731_de67d4c164ed05bc,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,8,8,0,6,6,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,8,6,14,F,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000331,CFG731_ef2da8cd513b19be,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,8,8,0,6,6,0,5,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,DERIVED,VERY_STRONG,1,14,8,6,14,F,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000332,CFG731_c887ba58c35036a9,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,5,5,0,5,True,True,1.0,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,14,9,5,14,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000332,CFG731_5feb84333ab424ba,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,9,9,0,5,5,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,14,9,5,14,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000332,CFG731_1d78950cabc90332,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,5,5,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,OBSERVED,OBSERVED,0,14,9,5,14,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000332,CFG731_a59cc7e57b856164,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,5,5,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,OBSERVED,OBSERVED,0,14,9,5,14,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000333,CFG731_62d0f0f6bab9bdcb,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,6,6,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,9,6,15,F,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000333,CFG731_9fcbeaf9d5010d3a,VALIDATION,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,6,6,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,15,9,6,15,F,GP,ST,1,1,N,N,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000334,CFG731_cf543b1c3927ab71,TEST,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,8,8,0,6,6,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,14,8,6,14,F,GP,ST,4,1,F,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000334,CFG731_fca8628ebb50e372,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.8,8,8,0,6,6,0,5,True,True,0.0,0.5,0.0,0.0,0.3161764705882352,DERIVED,MODERATE,1,14,8,6,14,F,GP,ST,4,1,F,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000334,CFG731_91db1daa00b95603,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.8,8,8,0,6,6,0,5,True,True,0.0,0.5,0.0,0.0,0.3161764705882352,DERIVED,MODERATE,1,14,8,6,14,F,GP,ST,4,1,F,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000334,CFG731_624f3002b3cf1e19,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.6,8,8,0,6,6,0,5,True,True,0.0,0.5,0.0,0.0,0.3125,DERIVED,MODERATE,1,14,8,6,14,F,GP,ST,4,1,F,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
RFQ731-000335,CFG731_7f5bfa7b21e81359,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,4,4,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,11,4,15,G,ST,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000335,CFG731_49cd4cbef1081333,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,11,11,0,4,4,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,15,11,4,15,G,ST,ST,1,1,A,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000336,CFG731_715a3d3226cbaffd,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,3,3,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000336,CFG731_d5af433b36265df1,VALIDATION,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,11,11,0,3,3,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000336,CFG731_2a738780f0517f67,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.2,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.3051470588235294,DERIVED,MODERATE,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,NN,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000336,CFG731_c050936f4a70e2a0,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.2,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.3051470588235294,DERIVED,MODERATE,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000337,CFG731_97796c9ac2811c94,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,3,3,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000337,CFG731_186348c5f967a6f7,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,3,3,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000337,CFG731_cd4f211fbf872f2e,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,66.4,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.3823529411764707,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000337,CFG731_f287b32480efae51,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,53.8,10,10,0,3,3,0,6,True,True,0.0,0.0,0.0,0.0,0.150735294117647,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000338,CFG731_fb16e30f5bbb87f2,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,10,10,0,4,4,0,5,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,14,10,4,14,F,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000338,CFG731_214b769209164299,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,69.2,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.4338235294117647,DERIVED,MODERATE,1,14,10,4,14,F,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000338,CFG731_3dd4cfcf6ee98460,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,68.8,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.426470588235294,DERIVED,MODERATE,1,14,10,4,14,F,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000339,CFG731_5cfa203ca7029f1c,TRAIN,1,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,65.8,13,13,0,3,3,0,3,True,True,0.0,0.5,0.0,0.0,0.3713235294117646,DERIVED,MODERATE,1,16,13,3,16,G,GP,ST,4,1,N,N,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-000340,CFG731_5cfa203ca7029f1c,TRAIN,1,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,65.8,10,10,0,6,6,0,3,True,True,0.0,0.5,0.0,0.0,0.3713235294117646,DERIVED,MODERATE,1,16,10,6,16,G,GP,ST,4,1,N,N,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-000341,CFG731_2692d4e8945eb6ee,TRAIN,1,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.0,12,12,0,2,2,0,5,True,True,0.0,0.5,0.5,0.0,0.8713235294117647,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,4,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000341,CFG731_3662a471d9ce3167,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.6,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.3125,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,4,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000341,CFG731_c32e1d5ad1662baf,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,52.4,12,12,0,2,2,0,5,True,True,0.0,0.0,0.0,0.0,0.1249999999999999,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,4,1,A,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000341,CFG731_6acfd9f3fc3ebf52,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,49.0,12,12,0,2,2,0,5,True,True,0.0,0.0,0.0,0.0,0.0624999999999999,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,4,1,A,2,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000342,CFG731_fb1ab4b34e9c8a75,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,12,12,0,3,3,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,12,3,15,F,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000342,CFG731_5d42a8deb0fcb3d7,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,12,12,0,3,3,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,12,3,15,F,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000343,CFG731_c39096767a7ae083,TEST,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,5,5,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,9,5,14,G,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-000343,CFG731_7187559e0dc892c4,TEST,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.0,9,9,0,5,5,0,5,True,True,0.0,0.5,0.5,0.0,0.8713235294117647,DERIVED,VERY_STRONG,1,14,9,5,14,G,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
RFQ731-000343,CFG731_a9a1b4f80067a4f8,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,67.0,9,9,0,5,5,0,5,True,True,0.0,0.5,0.0,0.0,0.3933823529411764,DERIVED,VERY_STRONG,1,14,9,5,14,G,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000343,CFG731_5191b7dfd5137ba1,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,64.4,9,9,0,5,5,0,5,True,True,0.0,0.5,0.0,0.0,0.3455882352941177,DERIVED,VERY_STRONG,1,14,9,5,14,G,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
RFQ731-000343,CFG731_747411fe70ba8e8d,TEST,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,53.4,9,9,0,5,5,0,5,True,True,0.0,0.0,0.0,0.0,0.1433823529411764,DERIVED,VERY_STRONG,1,14,9,5,14,G,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000344,CFG731_c7ca2f069d01e42d,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,8,8,0,4,4,0,7,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,12,8,4,12,G,CA,ST,1,2,K,2,NN,HS,CS2,IS1,TT1,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000344,CFG731_afa90db347a19822,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.6,8,8,0,4,4,0,7,True,True,0.0,0.5,0.0,0.0,0.2941176470588235,DERIVED,MODERATE,1,12,8,4,12,G,CA,ST,1,2,K,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000345,CFG731_a40ab19ad6671fbe,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,12,12,0,2,2,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,12,2,14,G,ST,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000345,CFG731_098817d766a37bc2,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,12,12,0,2,2,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,12,2,14,G,ST,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000345,CFG731_e1516ef53069d5e2,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,12,12,0,2,2,0,5,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,DERIVED,VERY_STRONG,1,14,12,2,14,G,ST,ST,1,1,K,2,NN,NN,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000345,CFG731_87d8ba5b87cf0a3f,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,14,12,2,14,G,ST,ST,1,1,K,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000346,CFG731_98ec9650b5463fd0,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,10,10,0,2,2,0,7,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,12,10,2,12,G,CA,ST,1,2,N,N,NN,MT,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
